treatment,metric,max_deviation,max_deviation_day,resistance,peak_response,t_max_days,return_time_days,elasticity,settling_time_days,overshoot,overshoot_pct,auc_burden,steady_state_error,rise_time_days,final_value,initial_value
anti_inflammatory,wound_closure_pct,100.0,0.0,0.01,100.0,27.5,27.5,3.6363636363636362,27.5,100.0,100.0,1756.9443583333334,0.0,20.833333333333332,100.0,0.0
anti_inflammatory,mean_infl_wound,0.440068,1.6666666666666667,2.2723760873319576,0.440068,1.6666666666666667,32.5,0.013540553846153847,34.166666666666664,0.43908220200000003,99.77598961978603,3.930823215833334,0.000985798,,0.000985798,0.0
anti_inflammatory,mean_collagen_wound,1.13323,0.0,0.8824333983392604,1.13323,21.666666666666668,18.333333333333332,0.06181254545454545,19.166666666666668,0.0,0.0,24.42021425,,9.999999999999998,1.13323,0.0
anti_inflammatory,mean_perfusion_wound,1.0,0.0,1.0,0.424427,10.833333333333334,5.0,0.2,25.0,0.365249,36.5249,21.696642000000004,0.6347510000000001,3.333333333333333,0.365249,0.0
anti_inflammatory,scar_magnitude,0.956207,34.166666666666664,1.045798660750235,0.956207,34.166666666666664,,,21.666666666666668,0.0,0.0,25.170669833333335,0.956207,,0.956207,0.0
anti_inflammatory,n_neutrophils,10.0,3.3333333333333335,0.1,10.0,3.3333333333333335,5.0,2.0,8.333333333333334,10.0,100.0,46.666666666666664,0.0,,0.0,0.0
anti_inflammatory,mean_mmp_wound,0.510606,1.6666666666666667,1.9584572057515972,0.510606,1.6666666666666667,32.5,0.015710953846153845,34.166666666666664,0.497435,97.42051601430457,6.626709416666668,0.013171,,0.013171,0.0
anti_inflammatory,mean_fibronectin_wound,0.368813,34.166666666666664,2.7114011707830254,0.490192,5.833333333333333,,,32.5,0.368813,75.23847798413684,8.686309166666668,,,0.121379,0.224775
anti_inflammatory_doxycycline,wound_closure_pct,100.0,0.0,0.01,100.0,23.333333333333332,23.333333333333332,4.285714285714286,23.333333333333332,100.0,100.0,1569.4443833333335,0.0,17.5,100.0,0.0
anti_inflammatory_doxycycline,mean_infl_wound,0.443898,1.6666666666666667,2.2527697804450573,0.443898,1.6666666666666667,32.5,0.013658400000000001,34.166666666666664,0.443427877,99.89409211125079,3.6479050795833334,0.000470123,,0.000470123,0.0
anti_inflammatory_doxycycline,mean_collagen_wound,1.16657,0.0,0.8572138834360561,1.16657,21.666666666666668,19.166666666666668,0.060864521739130435,20.0,0.0,0.0,24.488314999999993,,10.833333333333334,1.16657,0.0
anti_inflammatory_doxycycline,mean_perfusion_wound,1.0,0.0,1.0,0.426915,10.833333333333334,5.0,0.2,25.833333333333332,0.368491,36.8491,21.630363000000006,0.631509,3.333333333333333,0.368491,0.0
anti_inflammatory_doxycycline,scar_magnitude,0.882855,34.166666666666664,1.132688833387136,0.882855,34.166666666666664,,,20.0,0.0,0.0,23.681822750000002,0.882855,,0.882855,0.0
anti_inflammatory_doxycycline,n_neutrophils,10.0,3.3333333333333335,0.1,10.0,3.3333333333333335,5.0,2.0,8.333333333333334,10.0,100.0,40.833333333333336,0.0,,0.0,0.0
anti_inflammatory_doxycycline,mean_mmp_wound,0.218422,4.166666666666667,4.578293395353948,0.218422,4.166666666666667,29.999999999999996,0.007280733333333334,34.166666666666664,0.21307048,97.54991713288955,2.275468216666666,0.00535152,,0.00535152,0.0
anti_inflammatory_doxycycline,mean_fibronectin_wound,0.481901,34.166666666666664,2.0751150132496092,0.605763,5.0,,,31.666666666666668,0.481901,79.55272936775603,10.067962083333333,,,0.123862,0.224775
anti_inflammatory_doxycycline_growth_factor,wound_closure_pct,100.0,0.0,0.01,100.0,27.5,27.5,3.6363636363636362,27.5,100.0,100.0,1722.2220250000005,0.0,21.666666666666668,100.0,0.0
anti_inflammatory_doxycycline_growth_factor,mean_infl_wound,0.448722,1.6666666666666667,2.2285513079367627,0.448722,1.6666666666666667,32.5,0.01380683076923077,34.166666666666664,0.4476966,99.77148434888417,3.877999466666667,0.0010254,,0.0010254,0.0
anti_inflammatory_doxycycline_growth_factor,mean_collagen_wound,1.468,0.0,0.6811989100817439,1.468,21.666666666666668,17.5,0.08388571428571429,19.166666666666668,0.0,0.0,32.111374749999996,,10.0,1.468,0.0
anti_inflammatory_doxycycline_growth_factor,mean_perfusion_wound,1.0,0.0,1.0,0.4219,10.833333333333334,5.0,0.2,25.833333333333332,0.36059,36.059000000000005,21.819091999999998,0.63941,3.333333333333333,0.36059,0.0
anti_inflammatory_doxycycline_growth_factor,scar_magnitude,0.944092,34.166666666666664,1.0592188049469755,0.944092,34.166666666666664,,,22.5,0.0,0.0,24.898373583333335,0.944092,,0.944092,0.0
anti_inflammatory_doxycycline_growth_factor,n_neutrophils,10.0,3.3333333333333335,0.1,10.0,3.3333333333333335,5.833333333333332,1.7142857142857146,9.166666666666666,10.0,100.0,45.833333333333336,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor,mean_mmp_wound,0.267928,2.5,3.7323460034038995,0.267928,2.5,31.666666666666664,0.008460884210526317,34.166666666666664,0.267638602,99.89198665313069,2.288633706666667,0.000289398,,0.000289398,0.0
anti_inflammatory_doxycycline_growth_factor,mean_fibronectin_wound,0.37127299999999996,34.166666666666664,2.693435827544691,0.506332,2.5,,,33.333333333333336,0.37127299999999996,73.3259995418026,9.8914475,,,0.135059,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo,wound_closure_pct,100.0,0.0,0.01,100.0,21.666666666666668,21.666666666666668,4.615384615384615,21.666666666666668,100.0,100.0,1493.0554416666673,0.0,15.833333333333336,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,mean_infl_wound,0.447766,1.6666666666666667,2.2333093624795093,0.447766,1.6666666666666667,32.5,0.013777415384615384,34.166666666666664,0.447481629,99.93649115832824,3.791501894583334,0.000284371,,0.000284371,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,mean_collagen_wound,3.21925,0.0,0.3106313582356139,3.21925,21.666666666666668,18.333333333333332,0.17559545454545455,19.166666666666668,0.0,0.0,69.57702874999998,,9.999999999999998,3.21925,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,mean_perfusion_wound,1.0,0.0,1.0,0.594399,7.5,3.3333333333333335,0.3,30.0,0.480863,48.0863,16.739616333333338,0.519137,1.6666666666666667,0.480863,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,scar_magnitude,0.926877,34.166666666666664,1.0788918054930698,0.926877,34.166666666666664,,,19.166666666666668,0.0,0.0,25.04709933333334,0.926877,,0.926877,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,n_neutrophils,9.0,1.6666666666666667,0.1111111111111111,9.0,1.6666666666666667,6.666666666666667,1.3499999999999999,8.333333333333334,9.0,100.0,50.0,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,mean_mmp_wound,0.236917,3.3333333333333335,4.220887483802344,0.236917,3.3333333333333335,30.833333333333332,0.007683794594594595,34.166666666666664,0.236458073,99.8062920769721,2.8613758454166667,0.000458927,,0.000458927,0.0
anti_inflammatory_doxycycline_growth_factor_hbo,mean_fibronectin_wound,0.39248299999999997,34.166666666666664,2.5478810547208415,0.515219,2.5,,,30.833333333333332,0.39248299999999997,76.17789716605948,9.046892083333335,,,0.122736,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,wound_closure_pct,100.0,0.0,0.01,100.0,20.833333333333332,20.833333333333332,4.800000000000001,20.833333333333332,100.0,100.0,1156.2499666666668,0.0,17.5,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,mean_infl_wound,0.518913,1.6666666666666667,1.9271053143783257,0.518913,1.6666666666666667,32.5,0.015966553846153846,34.166666666666664,0.51376649,99.00821332284988,4.5340502124999995,0.00514651,,0.00514651,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,mean_collagen_wound,1.73751,0.0,0.5755362559064408,1.73751,21.666666666666668,17.5,0.09928628571428572,19.166666666666668,0.0,0.0,38.09816741666667,,10.0,1.73751,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,mean_perfusion_wound,1.0,0.0,1.0,0.594475,8.333333333333334,3.3333333333333335,0.3,29.166666666666668,0.49538,49.538,16.55187258333334,0.5046200000000001,1.6666666666666667,0.49538,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,scar_magnitude,1.09518,34.166666666666664,0.9130919118318449,1.09518,34.166666666666664,,,20.833333333333332,0.0,0.0,28.742814083333336,1.09518,,1.09518,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,n_neutrophils,11.0,3.3333333333333335,0.09090909090909091,11.0,3.3333333333333335,3.3333333333333335,3.3,6.666666666666667,11.0,100.0,38.33333333333333,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,mean_mmp_wound,0.292885,2.5,3.4143093705720675,0.292885,2.5,31.666666666666664,0.009249,34.166666666666664,0.292554927,99.88730286631272,2.2588850445833333,0.000330073,,0.000330073,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture,mean_fibronectin_wound,0.35743800000000003,34.166666666666664,2.797687990644531,0.479183,5.0,,,30.0,0.35743800000000003,74.59321386610127,8.45298,,,0.121745,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,wound_closure_pct,100.0,0.0,0.01,100.0,18.333333333333332,18.333333333333332,5.454545454545455,18.333333333333332,100.0,100.0,1093.7499999999998,0.0,14.999999999999998,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,mean_infl_wound,0.513527,1.6666666666666667,1.9473172783514792,0.513527,1.6666666666666667,32.5,0.015800830769230768,34.166666666666664,0.50829598,98.98135443705979,4.246914625000001,0.00523102,,0.00523102,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,mean_collagen_wound,2.71566,0.0,0.3682346096344903,2.71566,21.666666666666668,18.333333333333332,0.14812690909090911,19.166666666666668,0.0,0.0,58.538017833333335,,9.999999999999998,2.71566,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,mean_perfusion_wound,1.0,0.0,1.0,0.59449,8.333333333333334,3.3333333333333335,0.3,30.833333333333332,0.502615,50.261500000000005,16.28032633333333,0.49738499999999997,1.6666666666666667,0.502615,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,scar_magnitude,1.02036,34.166666666666664,0.9800462581833863,1.02036,34.166666666666664,,,20.833333333333332,0.0,0.0,26.800168916666664,1.02036,,1.02036,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,n_neutrophils,13.0,3.3333333333333335,0.07692307692307693,13.0,3.3333333333333335,5.0,2.6,8.333333333333334,13.0,100.0,54.16666666666667,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,mean_mmp_wound,0.269706,2.5,3.707741021705116,0.269706,2.5,31.666666666666664,0.008517031578947369,34.166666666666664,0.26696026,98.98195071670635,3.4387431500000005,0.00274574,,0.00274574,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc,mean_fibronectin_wound,0.36285100000000003,34.166666666666664,2.7559521676941774,0.483136,5.0,,,30.0,0.36285100000000003,75.10328354748974,8.453778333333336,,,0.120285,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,19.166666666666668,19.166666666666668,5.217391304347826,19.166666666666668,100.0,100.0,1131.9444416666663,0.0,15.0,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,mean_infl_wound,0.511683,1.6666666666666667,1.9543350081984354,0.511683,1.6666666666666667,32.5,0.015744092307692307,34.166666666666664,0.50881622,99.43973514851969,4.100105883333333,0.00286678,,0.00286678,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,mean_collagen_wound,2.16422,0.0,0.4620602341721267,2.16422,21.666666666666668,17.5,0.12366971428571427,18.333333333333332,0.0,0.0,47.21082016666667,,9.166666666666666,2.16422,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,mean_perfusion_wound,1.0,0.0,1.0,0.594411,8.333333333333334,3.3333333333333335,0.3,30.0,0.490109,49.0109,16.52224883333333,0.509891,1.6666666666666667,0.490109,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,scar_magnitude,0.994636,34.166666666666664,1.0053929276639897,0.994636,34.166666666666664,,,20.0,0.0,0.0,26.529960833333334,0.994636,,0.994636,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,n_neutrophils,9.0,1.6666666666666667,0.1111111111111111,9.0,1.6666666666666667,5.833333333333333,1.542857142857143,7.5,9.0,100.0,36.666666666666664,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,mean_mmp_wound,0.31886,2.5,3.1361726149407265,0.31886,2.5,31.666666666666664,0.010069263157894737,34.166666666666664,0.318204724,99.79449413535721,2.75790663,0.000655276,,0.000655276,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_msc_npwt,mean_fibronectin_wound,0.40701699999999996,34.166666666666664,2.4568998346506414,0.528488,5.833333333333333,,,30.0,0.40701699999999996,77.0153721560376,8.887176666666667,,,0.121471,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,18.333333333333332,18.333333333333332,5.454545454545455,18.333333333333332,100.0,100.0,1059.0278666666663,0.0,14.999999999999998,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,mean_infl_wound,0.509202,1.6666666666666667,1.9638571725955514,0.509202,1.6666666666666667,32.5,0.015667753846153848,34.166666666666664,0.50659151,99.48733704895109,3.8785360208333324,0.00261049,,0.00261049,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,mean_collagen_wound,1.13675,0.0,0.8797009016934243,1.13675,21.666666666666668,17.5,0.06495714285714285,19.166666666666668,0.0,0.0,25.315601499999985,,10.0,1.13675,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,mean_perfusion_wound,1.0,0.0,1.0,0.594487,7.5,3.3333333333333335,0.3,29.166666666666668,0.501062,50.1062,16.408993416666664,0.498938,1.6666666666666667,0.501062,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,scar_magnitude,0.931115,34.166666666666664,1.0739811945892828,0.931115,34.166666666666664,,,19.166666666666668,0.0,0.0,24.932022916666675,0.931115,,0.931115,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,n_neutrophils,9.0,1.6666666666666667,0.1111111111111111,9.0,1.6666666666666667,6.666666666666667,1.3499999999999999,8.333333333333334,9.0,100.0,44.166666666666664,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,mean_mmp_wound,0.280151,2.5,3.5695035891358593,0.280151,2.5,31.666666666666664,0.008846873684210527,34.166666666666664,0.279324674,99.70504263772038,2.088624019166667,0.000826326,,0.000826326,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_moisture_npwt,mean_fibronectin_wound,0.40382,34.166666666666664,2.476350849388341,0.524421,5.0,,,30.0,0.40382,77.00301856714358,8.520744166666663,,,0.120601,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_msc,wound_closure_pct,100.0,0.0,0.01,100.0,25.833333333333332,25.833333333333332,3.870967741935484,25.833333333333332,100.0,100.0,1552.0830749999998,0.0,20.0,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,mean_infl_wound,0.441736,1.6666666666666667,2.2637955702048282,0.441736,1.6666666666666667,32.5,0.013591876923076923,34.166666666666664,0.44115365700000003,99.86816944962602,3.6128461820833344,0.000582343,,0.000582343,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,mean_collagen_wound,2.12459,0.0,0.47067904866350685,2.12459,20.0,16.666666666666668,0.1274754,17.5,0.0,0.0,47.19311875,,9.166666666666668,2.12459,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,mean_perfusion_wound,1.0,0.0,1.0,0.594491,8.333333333333334,3.3333333333333335,0.3,22.5,0.498339,49.8339,16.65052716666667,0.501661,1.6666666666666667,0.498339,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,scar_magnitude,0.873569,34.166666666666664,1.1447292658049908,0.873569,34.166666666666664,,,20.833333333333332,0.0,0.0,23.347325333333337,0.873569,,0.873569,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,n_neutrophils,11.0,3.3333333333333335,0.09090909090909091,11.0,3.3333333333333335,4.166666666666666,2.6400000000000006,7.5,11.0,100.0,45.833333333333336,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,mean_mmp_wound,0.208351,3.3333333333333335,4.799592994514065,0.208351,3.3333333333333335,30.833333333333332,0.00675732972972973,34.166666666666664,0.20727411,99.48313663001377,2.218116370833333,0.00107689,,0.00107689,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc,mean_fibronectin_wound,0.443405,34.166666666666664,2.2552745232913476,0.568399,5.833333333333333,,,32.5,0.443405,78.0094616633738,9.764631249999999,,,0.124994,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,19.166666666666668,19.166666666666668,5.217391304347826,19.166666666666668,100.0,100.0,1128.4723083333333,0.0,15.833333333333334,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,mean_infl_wound,0.507821,1.6666666666666667,1.9691978078890005,0.507821,1.6666666666666667,32.5,0.015625261538461537,34.166666666666664,0.50394312,99.23636872047435,4.227198499999998,0.00387788,,0.00387788,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,mean_collagen_wound,0.938814,0.0,1.0651737191818613,0.938814,21.666666666666668,17.5,0.053646514285714285,18.333333333333332,0.0,0.0,20.663577666666658,,10.0,0.938814,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,mean_perfusion_wound,1.0,0.0,1.0,0.594488,7.5,3.3333333333333335,0.3,28.333333333333332,0.494115,49.411500000000004,16.56090466666667,0.5058849999999999,1.6666666666666667,0.494115,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,scar_magnitude,1.0181,34.166666666666664,0.9822217856792064,1.0181,34.166666666666664,,,21.666666666666668,0.0,0.0,26.728948250000002,1.0181,,1.0181,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,n_neutrophils,13.0,3.3333333333333335,0.07692307692307693,13.0,3.3333333333333335,4.166666666666666,3.1200000000000006,7.5,13.0,100.0,46.666666666666664,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,mean_mmp_wound,0.337126,2.5,2.966250007415625,0.337126,2.5,31.666666666666664,0.010646084210526315,34.166666666666664,0.32891517,97.56446254516116,3.3199495125000005,0.00821083,,0.00821083,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_msc_npwt,mean_fibronectin_wound,0.35181300000000004,34.166666666666664,2.842419126069815,0.473231,2.5,,,30.0,0.35181300000000004,74.34276283675415,8.41672875,,,0.121418,0.224775
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,20.833333333333332,20.833333333333332,4.800000000000001,20.833333333333332,100.0,100.0,1187.5001083333334,0.0,18.333333333333332,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,mean_infl_wound,0.506522,1.6666666666666667,1.9742479102585868,0.506522,1.6666666666666667,32.5,0.015585292307692308,34.166666666666664,0.50306628,99.3177552011561,4.136931433333332,0.00345572,,0.00345572,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,mean_collagen_wound,1.31023,0.0,0.7632247773291712,1.31023,19.166666666666668,16.666666666666668,0.0786138,17.5,0.0,0.0,29.40833875000001,,9.166666666666668,1.31023,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,mean_perfusion_wound,1.0,0.0,1.0,0.594486,8.333333333333334,3.3333333333333335,0.3,30.0,0.497335,49.7335,16.54966633333333,0.5026649999999999,1.6666666666666667,0.497335,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,scar_magnitude,0.994571,34.166666666666664,1.0054586349290298,0.994571,34.166666666666664,,,20.833333333333332,0.0,0.0,26.216595333333338,0.994571,,0.994571,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,n_neutrophils,10.0,2.5,0.1,10.0,2.5,5.0,2.0,7.5,10.0,100.0,44.166666666666664,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,mean_mmp_wound,0.247113,2.5,4.046731657177081,0.247113,2.5,31.666666666666664,0.007803568421052632,34.166666666666664,0.24077555,97.43540404592231,2.5422626875000005,0.00633745,,0.00633745,0.0
anti_inflammatory_doxycycline_growth_factor_hbo_npwt,mean_fibronectin_wound,0.35917699999999997,34.166666666666664,2.784142637195589,0.481151,5.0,,,30.833333333333332,0.35917699999999997,74.64953829463099,8.757110416666666,,,0.121974,0.224775
anti_inflammatory_doxycycline_growth_factor_moisture,wound_closure_pct,100.0,0.0,0.01,100.0,22.5,22.5,4.444444444444445,22.5,100.0,100.0,1232.6390833333337,0.0,19.166666666666668,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,mean_infl_wound,0.516797,1.6666666666666667,1.9349957526843231,0.516797,1.6666666666666667,32.5,0.01590144615384615,34.166666666666664,0.5108454899999999,98.84838534279416,4.392490479166668,0.00595151,,0.00595151,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,mean_collagen_wound,1.03345,0.0,0.9676326866321544,1.03345,21.666666666666668,16.666666666666668,0.06200699999999999,17.5,0.0,0.0,23.354115766666673,,9.166666666666668,1.03345,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,mean_perfusion_wound,1.0,0.0,1.0,0.421205,10.833333333333334,5.0,0.2,29.166666666666668,0.364919,36.4919,21.717794166666668,0.635081,3.333333333333333,0.364919,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,scar_magnitude,1.06146,34.166666666666664,0.9420986188834246,1.06146,34.166666666666664,,,22.5,0.0,0.0,27.620429333333337,1.06146,,1.06146,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,n_neutrophils,10.0,2.5,0.1,10.0,2.5,5.0,2.0,7.5,10.0,100.0,49.99999999999999,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,mean_mmp_wound,0.299226,2.5,3.3419555787264477,0.299226,2.5,31.666666666666664,0.009449242105263158,34.166666666666664,0.298853245,99.87542693482519,2.08015945875,0.000372755,,0.000372755,0.0
anti_inflammatory_doxycycline_growth_factor_moisture,mean_fibronectin_wound,0.35716699999999996,34.166666666666664,2.7998107327944632,0.480409,2.5,,,31.666666666666668,0.35716699999999996,74.34644230228825,8.950957083333334,,,0.123242,0.224775
anti_inflammatory_doxycycline_growth_factor_moisture_msc,wound_closure_pct,100.0,0.0,0.01,100.0,21.666666666666668,21.666666666666668,4.615384615384615,21.666666666666668,100.0,100.0,1243.055466666667,0.0,18.333333333333336,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,mean_infl_wound,0.521623,1.6666666666666667,1.917093379701432,0.521623,1.6666666666666667,32.5,0.01604993846153846,34.166666666666664,0.5160347599999999,98.92868220918172,4.467567849999999,0.00558824,,0.00558824,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,mean_collagen_wound,2.00736,0.0,0.4981667463733461,2.00736,20.833333333333332,16.666666666666668,0.12044159999999998,17.5,0.0,0.0,44.69847700000001,,9.166666666666668,2.00736,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,mean_perfusion_wound,1.0,0.0,1.0,0.489588,7.5,3.3333333333333335,0.3,29.166666666666668,0.426138,42.613800000000005,19.095865,0.573862,1.6666666666666667,0.426138,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,scar_magnitude,1.07506,34.166666666666664,0.9301806410804979,1.07506,34.166666666666664,,,21.666666666666668,0.0,0.0,28.027446750000003,1.07506,,1.07506,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,n_neutrophils,10.0,3.3333333333333335,0.1,10.0,3.3333333333333335,4.166666666666666,2.4000000000000004,7.5,10.0,100.0,42.5,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,mean_mmp_wound,0.278621,3.3333333333333335,3.5891049131257153,0.278621,3.3333333333333335,30.833333333333332,0.009036356756756757,34.166666666666664,0.27827081000000004,99.87431313504726,2.2469863033333333,0.00035019,,0.00035019,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc,mean_fibronectin_wound,0.35853399999999996,34.166666666666664,2.7891357583939045,0.481691,5.0,,,31.666666666666668,0.35853399999999996,74.43236431654317,8.820310000000001,,,0.123157,0.224775
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,20.833333333333332,20.833333333333332,4.800000000000001,20.833333333333332,100.0,100.0,1201.3888083333331,0.0,17.5,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,mean_infl_wound,0.511672,1.6666666666666667,1.9543770227802184,0.511672,1.6666666666666667,32.5,0.015743753846153848,34.166666666666664,0.50886767,99.45192818837067,4.351470095833335,0.00280433,,0.00280433,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,mean_collagen_wound,1.38745,0.0,0.7207466935745432,1.38745,20.833333333333332,17.5,0.07928285714285714,18.333333333333332,0.0,0.0,30.58415608333332,,10.0,1.38745,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,mean_perfusion_wound,1.0,0.0,1.0,0.489588,6.666666666666667,3.3333333333333335,0.3,28.333333333333332,0.427988,42.7988,19.139427499999993,0.572012,1.6666666666666667,0.427988,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,scar_magnitude,1.04457,34.166666666666664,0.9573317250160354,1.04457,34.166666666666664,,,20.0,0.0,0.0,27.643732166666673,1.04457,,1.04457,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,n_neutrophils,12.0,3.3333333333333335,0.08333333333333333,12.0,3.3333333333333335,5.833333333333332,2.0571428571428574,9.166666666666666,12.0,100.0,56.66666666666668,0.0,,0.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,mean_mmp_wound,0.265936,2.5,3.7603032308525357,0.265936,2.5,31.666666666666664,0.008397978947368422,34.166666666666664,0.265640931,99.88904510859756,2.1625899112499996,0.000295069,,0.000295069,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_msc_npwt,mean_fibronectin_wound,0.356392,34.166666666666664,2.8058991223147545,0.478267,5.0,,,30.833333333333332,0.356392,74.51737209550313,8.554481666666666,,,0.121875,0.224775
anti_inflammatory_doxycycline_growth_factor_moisture_npwt,wound_closure_pct,100.0,0.0,0.01,100.0,22.5,22.5,4.444444444444445,22.5,100.0,100.0,1364.5831916666662,0.0,20.0,100.0,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_npwt,mean_infl_wound,0.516718,1.6666666666666667,1.9352915903839232,0.516718,1.6666666666666667,32.5,0.015899015384615384,34.166666666666664,0.51315318,99.31010338327675,4.290439975000001,0.00356482,,0.00356482,0.0
anti_inflammatory_doxycycline_growth_factor_moisture_npwt,mean_collagen_wound,2.50961,0.0,0.3984682879013074,2.50961,21.666666666666668,17.5,0.1434062857142857,18.333333333333332,0.0,0.0,54.66595988333331,,9.166666666666666,2.50961,0.0
